"customerkey","geographykey","customername","englisheducation","commutedistance"
22859,34,"Arianna Sanders","Bachelors","10+ Miles"
22860,24,"Cedric Kumar","High School","10+ Miles"
22861,542,"Devin Hughes","Partial College","0-1 Miles"
22862,299,"Derrick Navarro","Bachelors","2-5 Miles"
22863,542,"Hunter Thomas","Partial College","0-1 Miles"
22864,618,"Mason Hall","Partial College","5-10 Miles"
22865,311,"Stephanie Hall","Graduate Degree","2-5 Miles"
22866,160,"William Thompson","Partial College","2-5 Miles"
22867,175,"Max Ruiz","Partial High School","1-2 Miles"
22868,208,"Ernest Sun","Partial High School","1-2 Miles"
22869,251,"Rafael Lu","Partial High School","1-2 Miles"
22870,226,"Barbara Chen","High School","2-5 Miles"
22871,644,"David Coleman","Partial College","2-5 Miles"
22872,612,"Sara Bailey","Partial College","2-5 Miles"
22873,298,"Robert Williams","Partial College","2-5 Miles"
22874,612,"Drew Anand","High School","10+ Miles"
22875,325,"Robert Russell","High School","2-5 Miles"
22876,345,"Jenna Campbell","High School","2-5 Miles"
22877,49,"Xavier Griffin","Partial College","2-5 Miles"
22878,552,"Angelica Ross","Partial College","2-5 Miles"
22879,315,"Jocelyn Russell","Partial College","0-1 Miles"
22880,539,"Ashley Harris","High School","0-1 Miles"
22881,57,"Wyatt Martinez","High School","2-5 Miles"
22882,60,"Charles Jones","Partial College","0-1 Miles"
22883,545,"Xavier Morgan","Partial College","0-1 Miles"
22884,548,"Danielle Richardson","Partial College","0-1 Miles"
22885,648,"Caleb Henderson","Graduate Degree","2-5 Miles"
22886,326,"Andrea King","Graduate Degree","2-5 Miles"
22887,347,"Mason Richardson","Partial College","2-5 Miles"
22888,631,"Abigail Long","Partial College","2-5 Miles"
22889,58,"Julia Long","Partial College","2-5 Miles"
22890,359,"Alexis Hall","Bachelors","2-5 Miles"
22891,329,"Andrea Gonzalez","Bachelors","2-5 Miles"
22892,315,"Timothy Mitchell","Graduate Degree","0-1 Miles"
22893,49,"Chloe Miller","Graduate Degree","0-1 Miles"
22894,314,"Danielle Ramirez","Graduate Degree","10+ Miles"
22895,64,"Eduardo Perez","Graduate Degree","10+ Miles"
22896,616,"Logan Miller","Bachelors","2-5 Miles"
22897,632,"Arianna Ramirez","Bachelors","2-5 Miles"
22898,316,"Melanie Washington","Bachelors","2-5 Miles"
22899,316,"Charles Carter","Bachelors","2-5 Miles"
22900,553,"Hunter Li","Bachelors","2-5 Miles"
22901,57,"Katherine Stewart","Bachelors","0-1 Miles"
22902,609,"Pedro Madan","Graduate Degree","2-5 Miles"
22903,60,"Hailey Stewart","Graduate Degree","0-1 Miles"
22904,31,"Mitchell Shen","Graduate Degree","0-1 Miles"
22905,16,"Joe Schmidt","Graduate Degree","0-1 Miles"
22906,11,"Jessie Moreno","Graduate Degree","0-1 Miles"
22907,14,"Barry Sai","Bachelors","0-1 Miles"
22908,37,"Eddie Ortega","Bachelors","2-5 Miles"
22909,25,"Tommy Goel","Bachelors","0-1 Miles"
22910,25,"Latoya Tang","Bachelors","0-1 Miles"
22911,15,"Gregory Raje","Bachelors","10+ Miles"
22912,5,"Mallory Moreno","Graduate Degree","2-5 Miles"
22913,15,"Valerie Lu","Graduate Degree","0-1 Miles"
22914,36,"Faith Gray","Bachelors","10+ Miles"
22915,30,"Carly Shen","Bachelors","10+ Miles"
22916,22,"Raquel Romero","Bachelors","10+ Miles"
22917,40,"Maurice She","Graduate Degree","0-1 Miles"
22918,20,"Calvin Jai","Graduate Degree","0-1 Miles"
22919,5,"Stanley Rana","Bachelors","0-1 Miles"
22920,23,"Calvin Andersen","Bachelors","0-1 Miles"
22921,22,"Kelsey Shen","Bachelors","5-10 Miles"
22922,23,"Heidi Martinez","Bachelors","5-10 Miles"
22923,23,"Mason Lopez","Bachelors","5-10 Miles"
22924,16,"Marie Sanchez","Bachelors","10+ Miles"
22925,17,"Karla Shen","Bachelors","10+ Miles"
22926,25,"Keith Yuan","Bachelors","5-10 Miles"
22927,7,"Jon Guo","Bachelors","0-1 Miles"
22928,2,"Natalie Nelson","Bachelors","5-10 Miles"
22929,20,"Isabella Davis","Bachelors","1-2 Miles"
22930,39,"Brett Raman","Bachelors","1-2 Miles"
22931,21,"Logan Johnson","Graduate Degree","1-2 Miles"
22932,8,"Maurice Jai","Partial College","0-1 Miles"
22933,12,"Kelli Chande","Bachelors","0-1 Miles"
22934,26,"Tonya Kumar","Bachelors","5-10 Miles"
22935,14,"Tamara Shen","Partial College","0-1 Miles"
22936,34,"Jill Diaz","Partial College","0-1 Miles"
22937,26,"Jose Baker","Bachelors","0-1 Miles"
22938,24,"Hector Blanco","Partial College","5-10 Miles"
22939,9,"Rebekah Arthur","Partial College","5-10 Miles"
22940,28,"Briana Ashe","Graduate Degree","1-2 Miles"
22941,25,"Destiny Bailey","Bachelors","5-10 Miles"
22942,30,"Brittney She","Partial College","5-10 Miles"
22943,18,"Timothy Parker","Partial College","0-1 Miles"
22944,6,"Jodi Lal","Bachelors","5-10 Miles"
22945,13,"Linda Sanz","Bachelors","1-2 Miles"
22946,6,"Bryant Kapoor","Bachelors","2-5 Miles"
22947,19,"Danielle Torres","Bachelors","0-1 Miles"
22948,20,"Lucas Turner","Bachelors","5-10 Miles"
22949,13,"Gavin Butler","Graduate Degree","5-10 Miles"
22950,20,"Nicole Cox","Bachelors","0-1 Miles"
22951,29,"Chelsea Mehta","Bachelors","5-10 Miles"
22952,34,"Luke Baker","Bachelors","0-1 Miles"
22953,31,"Barbara Liang","Bachelors","5-10 Miles"
22954,27,"Justin Thompson","Bachelors","5-10 Miles"
22955,9,"Leslie Suarez","Bachelors","0-1 Miles"
22956,13,"Randy Guo","Partial College","5-10 Miles"
22957,27,"Nicole Davis","Partial College","0-1 Miles"
22958,29,"Brandy Fernandez","Partial College","0-1 Miles"
22959,23,"Julie Yuan","Partial College","0-1 Miles"
22960,36,"Douglas Malhotra","Partial College","5-10 Miles"
22961,19,"Nina She","Partial College","10+ Miles"
22962,13,"Casey Martin","Partial College","5-10 Miles"
22963,24,"Willie Ye","Partial College","5-10 Miles"
22964,33,"Eric Hayes","Partial College","5-10 Miles"
22965,24,"Carrie Gomez","Partial College","5-10 Miles"
22966,40,"Jodi Chapman","Partial College","0-1 Miles"
22967,631,"Rachel Smith","High School","0-1 Miles"
22968,633,"Logan Perez","High School","5-10 Miles"
22969,55,"Taylor Martin","High School","0-1 Miles"
22970,609,"Mary Phillips","High School","5-10 Miles"
22971,49,"Morgan Howard","High School","0-1 Miles"
22972,553,"Bailey James","High School","0-1 Miles"
22973,36,"Alan Lin","High School","0-1 Miles"
22974,33,"Erika Vazquez","Partial College","5-10 Miles"
22975,53,"Courtney Turner","Partial High School","0-1 Miles"
22976,59,"Eric Foster","High School","0-1 Miles"
22977,358,"Ian Patterson","High School","0-1 Miles"
22978,17,"Devon Jai","Bachelors","5-10 Miles"
22979,302,"Theodore Hernandez","Partial High School","0-1 Miles"
22980,298,"Oscar Washington","High School","5-10 Miles"
22981,548,"Amanda Flores","High School","0-1 Miles"
22982,312,"Madison Miller","High School","5-10 Miles"
22983,50,"Maria Bennett","Partial High School","5-10 Miles"
22984,609,"Cameron Robinson","High School","5-10 Miles"
22985,614,"Hailey Phillips","High School","0-1 Miles"
22986,21,"Carly Jai","Partial College","5-10 Miles"
22987,9,"Jerome Dominguez","Bachelors","0-1 Miles"
22988,14,"Patricia Madan","Bachelors","5-10 Miles"
22989,311,"Megan Butler","Partial College","5-10 Miles"
22990,336,"Alyssa Stewart","Partial College","1-2 Miles"
22991,310,"Morgan Jenkins","Partial College","5-10 Miles"
22992,623,"Austin Yang","Partial College","1-2 Miles"
22993,355,"Xavier Sanchez","Partial College","0-1 Miles"
22994,631,"Chloe Allen","Bachelors","1-2 Miles"
22995,52,"Isabella Bryant","Bachelors","1-2 Miles"
22996,51,"Jordan Henderson","Bachelors","1-2 Miles"
22997,609,"Lucas Williams","Bachelors","1-2 Miles"
22998,53,"Lauren Washington","Bachelors","1-2 Miles"
22999,335,"Jackson Hill","Bachelors","1-2 Miles"
23000,542,"Victoria Henderson","Graduate Degree","10+ Miles"
23001,536,"Julio Munoz","Bachelors","1-2 Miles"
23002,609,"Arthur Hernandez","Partial College","1-2 Miles"
23003,546,"Ashley Robinson","Bachelors","1-2 Miles"
23004,302,"Raymond Fernandez","Graduate Degree","0-1 Miles"
23005,547,"Luke Sharma","High School","1-2 Miles"
23006,315,"Seth Lee","Partial College","5-10 Miles"
23007,331,"Isaac Sanchez","Partial College","5-10 Miles"
23008,26,"Sheena She","High School","5-10 Miles"
23009,49,"Dalton Thomas","High School","5-10 Miles"
23010,66,"Seth Cook","Partial High School","5-10 Miles"
23011,299,"Isaiah Rivera","Partial College","5-10 Miles"
23012,3,"Mathew Carlson","High School","5-10 Miles"
23013,4,"Louis Yang","High School","1-2 Miles"
23014,5,"Cassandra Mehta","High School","5-10 Miles"
23015,310,"Juan Rivera","Graduate Degree","0-1 Miles"
23016,299,"Victoria Powell","Graduate Degree","1-2 Miles"
23017,609,"Alison Rai","Graduate Degree","1-2 Miles"
23018,634,"Richard White","Graduate Degree","0-1 Miles"
23019,348,"Emma Garcia","Graduate Degree","1-2 Miles"
23020,623,"Hannah Jones","Partial College","10+ Miles"
23021,298,"Stefanie Mehta","Partial College","2-5 Miles"
23022,62,"Jocelyn Bradley","Partial College","5-10 Miles"
23023,609,"Naomi Vazquez","Partial College","5-10 Miles"
23024,543,"Emma Davis","Partial College","1-2 Miles"
23025,644,"Richard Richardson","Partial College","1-2 Miles"
23026,325,"Jessica Rogers","Partial College","5-10 Miles"
23027,338,"Fernando Griffin","Bachelors","0-1 Miles"
23028,352,"Anna Taylor","Bachelors","2-5 Miles"
23029,609,"Ian Ross","Partial College","1-2 Miles"
23030,548,"Aidan Jenkins","High School","1-2 Miles"
23031,638,"Brooke Morgan","High School","5-10 Miles"
23032,334,"Jesse Parker","Bachelors","2-5 Miles"
23033,334,"Alex Turner","Bachelors","2-5 Miles"
23034,338,"Melanie Cooper","Bachelors","2-5 Miles"
23035,345,"Maria Howard","Bachelors","0-1 Miles"
23036,358,"Caleb Green","Bachelors","0-1 Miles"
23037,637,"Lucas Wood","Partial High School","5-10 Miles"
23038,634,"Sydney Reed","High School","1-2 Miles"
23039,310,"Wyatt Scott","High School","1-2 Miles"
23040,352,"Seth Morgan","High School","1-2 Miles"
23041,337,"Natalie Garcia","High School","5-10 Miles"
23042,300,"Riley Blue","High School","5-10 Miles"
23043,642,"Katherine Moore","High School","1-2 Miles"
23044,539,"Aidan Patterson","Partial High School","5-10 Miles"
23045,641,"Gabriel Patterson","Partial High School","1-2 Miles"
23046,536,"Pamela Malhotra","Partial College","5-10 Miles"
23047,307,"Valerie Xu","Graduate Degree","1-2 Miles"
23048,59,"Isabella Hughes","Partial College","5-10 Miles"
23049,536,"Gina Moreno","Graduate Degree","1-2 Miles"
23050,548,"Jack Hall","Graduate Degree","5-10 Miles"
23051,552,"Jesse Green","Graduate Degree","5-10 Miles"
23052,343,"Steven Stewart","Graduate Degree","0-1 Miles"
23053,623,"Anna Bailey","High School","5-10 Miles"
23054,627,"David Moore","High School","5-10 Miles"
23055,547,"Seth Diaz","Partial College","5-10 Miles"
23056,331,"Alyssa Perry","High School","5-10 Miles"
23057,64,"Caitlin Richardson","Partial High School","1-2 Miles"
23058,302,"Michelle Rivera","Graduate Degree","5-10 Miles"
23059,552,"Spencer Price","Graduate Degree","5-10 Miles"
23060,352,"Isabella Long","Partial College","5-10 Miles"
23061,343,"Jeremiah Sanders","Partial College","5-10 Miles"
23062,543,"Natalie Reed","Graduate Degree","1-2 Miles"
23063,339,"Jennifer Thompson","Graduate Degree","1-2 Miles"
23064,609,"Alexander Rodriguez","Graduate Degree","10+ Miles"
23065,609,"Derek Nath","Graduate Degree","10+ Miles"
23066,298,"Austin Lal","Graduate Degree","1-2 Miles"
23067,302,"Kelli Pal","Graduate Degree","10+ Miles"
23068,307,"Ryan Shan","Graduate Degree","10+ Miles"
23069,299,"Anna Gray","Graduate Degree","1-2 Miles"
23070,69,"Natalie Hall","Graduate Degree","1-2 Miles"
23071,311,"Haley Gonzales","Graduate Degree","1-2 Miles"
23072,609,"Toni Srini","Bachelors","5-10 Miles"
23073,633,"Christian Griffin","Bachelors","1-2 Miles"
23074,62,"Megan Flores","Bachelors","1-2 Miles"
23075,298,"Rebekah Sandberg","Graduate Degree","10+ Miles"
23076,300,"Adrian Brooks","Graduate Degree","1-2 Miles"
23077,14,"Marvin Hernandez","High School","5-10 Miles"
23078,29,"Julio Hernandez","Partial High School","5-10 Miles"
23079,40,"Justine Ryan","Partial College","5-10 Miles"
23080,335,"Jocelyn Barnes","Partial College","5-10 Miles"
23081,355,"Brandon Powell","Partial College","5-10 Miles"
23082,372,"Jonathan Williams","Partial College","5-10 Miles"
23083,43,"Samuel Smith","Partial High School","5-10 Miles"
23084,50,"Christian Shan","Partial High School","5-10 Miles"
23085,30,"Ross Subram","High School","5-10 Miles"
23086,38,"Tracy Lal","Partial High School","5-10 Miles"
23087,27,"Clifford Martinez","Partial High School","5-10 Miles"
23088,609,"Wesley Hu","Partial High School","5-10 Miles"
23089,618,"Lucas Walker","Partial College","5-10 Miles"
23090,626,"Christopher Lee","Partial College","1-2 Miles"
23091,331,"Richard Peterson","Partial College","1-2 Miles"
23092,343,"Gabrielle Brooks","Partial College","0-1 Miles"
23093,359,"Nathan Parker","Partial College","5-10 Miles"
23094,36,"Carolyn Gill","Partial High School","5-10 Miles"
23095,30,"Gerald Patel","Partial High School","5-10 Miles"
23096,11,"Ashlee Chande","Partial High School","5-10 Miles"
23097,38,"Tony Natsuhara","Partial College","1-2 Miles"
23098,2,"Pedro Rubio","Partial College","1-2 Miles"
23099,18,"Kristi Suarez","High School","1-2 Miles"
23100,20,"Christy Raje","High School","5-10 Miles"
23101,2,"Barbara Lal","High School","5-10 Miles"
23102,18,"Barbara Zeng","High School","5-10 Miles"
23103,4,"Dwayne Moreno","Partial College","1-2 Miles"
23104,20,"Isabelle Long","Partial College","5-10 Miles"
23105,26,"Karl Andersen","Partial High School","5-10 Miles"
23106,19,"Kathryn Yuan","Partial College","5-10 Miles"
23107,6,"Michele Kumar","Partial College","5-10 Miles"
23108,616,"Savannah Wright","Partial College","5-10 Miles"
23109,553,"Lauren Hughes","High School","5-10 Miles"
23110,325,"Mackenzie Gonzalez","Partial College","1-2 Miles"
23111,336,"Sara Wright","Partial College","1-2 Miles"
23112,314,"James Butler","High School","1-2 Miles"
23113,64,"Elijah Powell","Partial College","5-10 Miles"
23114,50,"Caroline Washington","Partial College","5-10 Miles"
23115,307,"Stephanie Nicholls","Partial College","5-10 Miles"
23116,24,"Jerome Vazquez","High School","1-2 Miles"
23117,4,"Bruce Sanz","High School","5-10 Miles"
23118,37,"Monique Moreno","High School","5-10 Miles"
23119,6,"Gilbert Zhao","High School","5-10 Miles"
23120,29,"Javier Browning","High School","1-2 Miles"
23121,36,"Danny Ramos","High School","5-10 Miles"
23122,39,"Colleen Zhou","Bachelors","0-1 Miles"
23123,4,"Zoe Kelly","Bachelors","0-1 Miles"
23124,536,"Cameron Wang","Bachelors","2-5 Miles"
23125,616,"Madeline Scott","Bachelors","0-1 Miles"
23126,300,"Carolyn Van","Partial College","1-2 Miles"
23127,302,"Haley Hughes","High School","1-2 Miles"
23128,19,"Dylan Jai","Bachelors","2-5 Miles"
23129,17,"Misty Ashe","Bachelors","2-5 Miles"
23130,314,"Lauren Russell","Bachelors","0-1 Miles"
23131,634,"Caitlin Peterson","Partial High School","5-10 Miles"
23132,368,"Anthony Lee","Partial High School","1-2 Miles"
23133,337,"Alexis White","High School","5-10 Miles"
23134,71,"Alyssa Robinson","High School","5-10 Miles"
23135,299,"Dylan Clark","Partial College","5-10 Miles"
23136,311,"Stephanie Peterson","Bachelors","0-1 Miles"
23137,62,"Chloe Sanders","Bachelors","0-1 Miles"
23138,300,"Angela Peterson","Partial College","2-5 Miles"
23139,307,"Christian Yang","High School","1-2 Miles"
23140,612,"Tyler Lee","High School","5-10 Miles"
23141,552,"Katherine Long","Partial College","5-10 Miles"
23142,536,"Cara Wu","Partial College","0-1 Miles"
23143,618,"Jada Phillips","Bachelors","0-1 Miles"
23144,627,"Zachary Alexander","Bachelors","0-1 Miles"
23145,311,"Nichole Xie","Graduate Degree","2-5 Miles"
23146,374,"Sarah Clark","Graduate Degree","2-5 Miles"
23147,345,"Wyatt Smith","Bachelors","0-1 Miles"
23148,648,"Nathan Ross","Bachelors","2-5 Miles"
23149,311,"Brandi Rubio","Bachelors","0-1 Miles"
23150,339,"Gabriella Allen","Bachelors","0-1 Miles"
23151,545,"Michael Brown","Bachelors","2-5 Miles"
23152,548,"Michelle Howard","Bachelors","0-1 Miles"
23153,312,"Jenna Hill","Bachelors","0-1 Miles"
23154,644,"Connor Phillips","Bachelors","2-5 Miles"
23155,368,"Victoria Hall","Bachelors","2-5 Miles"
23156,548,"Samantha Barnes","Graduate Degree","2-5 Miles"
23157,536,"Valerie Gao","Graduate Degree","2-5 Miles"
23158,627,"Ana Patterson","Graduate Degree","0-1 Miles"
23159,300,"Dalton Phillips","Graduate Degree","2-5 Miles"
23160,302,"Aimee Huang","Graduate Degree","2-5 Miles"
23161,339,"Samuel Scott","Graduate Degree","2-5 Miles"
23162,355,"Sarah Flores","Graduate Degree","2-5 Miles"
23163,374,"Madison Ross","Graduate Degree","0-1 Miles"
23164,53,"Kyle Bryant","Graduate Degree","0-1 Miles"
23165,385,"Natalie Mitchell","Graduate Degree","2-5 Miles"
23166,326,"Cody Ward","High School","10+ Miles"
23167,627,"Hailey Jenkins","Bachelors","2-5 Miles"
23168,552,"Mya Hayes","Bachelors","2-5 Miles"
23169,609,"Corey Andersen","Bachelors","2-5 Miles"
23170,301,"Aaron Jai","Bachelors","0-1 Miles"
23171,312,"Ethan Griffin","Bachelors","0-1 Miles"
23172,50,"Alexandra Thomas","Graduate Degree","2-5 Miles"
23173,627,"Nathan Rodriguez","Graduate Degree","0-1 Miles"
23174,300,"Gloria Gonzales","Graduate Degree","0-1 Miles"
23175,355,"Melanie Flores","Graduate Degree","0-1 Miles"
23176,358,"Jesse Ward","Bachelors","2-5 Miles"
23177,542,"Savannah Richardson","Bachelors","0-1 Miles"
23178,632,"Dalton Morris","Bachelors","0-1 Miles"
23179,632,"Jordan Phillips","Bachelors","2-5 Miles"
23180,627,"Olivia Cook","Graduate Degree","0-1 Miles"
23181,609,"Evan Evans","Graduate Degree","2-5 Miles"
23182,316,"Savannah Rivera","Graduate Degree","0-1 Miles"
23183,348,"Megan Davis","Graduate Degree","2-5 Miles"
23184,339,"Hailey Carter","Graduate Degree","0-1 Miles"
23185,337,"Fernando Edwards","Graduate Degree","2-5 Miles"
23186,338,"Jordan Young","Graduate Degree","2-5 Miles"
23187,611,"Andy Munoz","Graduate Degree","0-1 Miles"
23188,632,"Austin Jai","Graduate Degree","2-5 Miles"
23189,374,"Megan Moore","Graduate Degree","0-1 Miles"
23190,298,"Nathaniel Ramirez","Partial High School","0-1 Miles"
23191,612,"Gilbert Raji","Bachelors","2-5 Miles"
23192,352,"Emily Garcia","Bachelors","0-1 Miles"
23193,607,"Alexis Flores","Bachelors","2-5 Miles"
23194,314,"Shelby Cook","Bachelors","0-1 Miles"
23195,547,"Xavier Mohamed","Bachelors","2-5 Miles"
23196,68,"Carlos Roberts","Bachelors","0-1 Miles"
23197,338,"Cole Cook","Bachelors","2-5 Miles"
23198,536,"Jacqueline Sanders","Bachelors","0-1 Miles"
23199,644,"Brandon Hayes","Bachelors","2-5 Miles"
23200,618,"Grace Rodriguez","Bachelors","0-1 Miles"
23201,336,"Alyssa Butler","Bachelors","0-1 Miles"
23202,609,"Terrance Chandra","Bachelors","10+ Miles"
23203,635,"Dalton Jenkins","Bachelors","0-1 Miles"
23204,641,"Katherine Mitchell","Bachelors","0-1 Miles"
23205,301,"Katherine Sanders","Bachelors","2-5 Miles"
23206,383,"Jackson Lal","Bachelors","2-5 Miles"
23207,383,"Dalton Baker","Bachelors","10+ Miles"
23208,70,"Janet Watson","Graduate Degree","2-5 Miles"
23209,62,"Lucas Lewis","Bachelors","2-5 Miles"
23210,311,"Timothy Gray","Bachelors","2-5 Miles"
23211,536,"Rebekah Kovár","Bachelors","2-5 Miles"
23212,322,"James Jones","Bachelors","0-1 Miles"
23213,337,"Noah Green","Bachelors","2-5 Miles"
23214,335,"Kaylee James","Bachelors","2-5 Miles"
23215,358,"Juan Richardson","Bachelors","0-1 Miles"
23216,385,"Kevin Hall","Graduate Degree","0-1 Miles"
23217,352,"Michelle Morgan","Graduate Degree","2-5 Miles"
23218,121,"Alisha Gao","High School","2-5 Miles"
23219,234,"Alyssa West","High School","1-2 Miles"
23220,242,"Roy Malhotra","High School","1-2 Miles"
