"customerkey","geographykey","customeralternatekey","fullname","gender","maritalstatus","emailaddress","yearlyincome","addressline1","phone","datefirstpurchase","commutedistance"
21344,335,"AW00021344","Trevor E Perry","M","M","trevor7@adventure-works.com","70000.00","95 Honey Trail Lane","883-555-0116","2022-09-15","1-2 Miles"
21345,49,"AW00021345","Kristina S Martinez","F","M","kristina18@adventure-works.com","80000.00","6053 Hill Meadow Place","154-555-0166","2022-08-08","5-10 Miles"
21346,368,"AW00021346","Christian R Rodriguez","M","M","christian39@adventure-works.com","60000.00","5536 Yolanda Circle","886-555-0197","2022-07-14","1-2 Miles"
21347,49,"AW00021347","Alisha NULL Raji","F","S","alisha46@adventure-works.com","60000.00","912 Fremont St.","771-555-0191","2023-01-28","10+ Miles"
21348,52,"AW00021348","Alexis NULL Patterson","F","M","alexis33@adventure-works.com","70000.00","3162 Glazier Dr.","396-555-0117","2021-09-01","1-2 Miles"
21349,54,"AW00021349","Bryan NULL Kelly","M","M","bryan5@adventure-works.com","70000.00","1270 Danesta Dr.","856-555-0118","2021-09-25","1-2 Miles"
21350,307,"AW00021350","Mindy NULL Sharma","F","M","mindy14@adventure-works.com","70000.00","9531 Tri-state Ave","971-555-0165","2022-02-23","10+ Miles"
21351,334,"AW00021351","James NULL Coleman","M","M","james21@adventure-works.com","70000.00","7798 Longbrood Way","387-555-0129","2022-10-27","10+ Miles"
21352,68,"AW00021352","Morgan H Long","F","M","morgan79@adventure-works.com","50000.00","5577 Laredo","912-555-0160","2021-09-11","1-2 Miles"
21353,610,"AW00021353","Karen NULL Wu","F","S","karen16@adventure-works.com","50000.00","7057 Striped Maple Court","646-555-0113","2022-07-14","10+ Miles"
21354,52,"AW00021354","Morgan E Bailey","F","S","morgan54@adventure-works.com","60000.00","4250 Huston Rd","669-555-0153","2021-09-08","10+ Miles"
21355,627,"AW00021355","Mya N Diaz","F","M","mya0@adventure-works.com","60000.00","5842 Standing Grove Dr.","166-555-0170","2022-10-01","10+ Miles"
21356,335,"AW00021356","Gabriella K Evans","F","S","gabriella21@adventure-works.com","60000.00","9669 T St.","563-555-0138","2022-10-24","10+ Miles"
21357,616,"AW00021357","Jada NULL Nelson","F","S","jada21@adventure-works.com","60000.00","100, rue des Rosiers","835-555-0113","2022-09-29","10+ Miles"
21358,348,"AW00021358","Cody NULL Reed","M","M","cody20@adventure-works.com","70000.00","3061 Arcadia Pl.","935-555-0176","2022-03-25","10+ Miles"
21359,12,"AW00021359","Johnny NULL Luo","M","M","johnny6@adventure-works.com","30000.00","3374 Edward Ave.","1 (11) 500 555-0186","2021-02-14","1-2 Miles"
21360,6,"AW00021360","Orlando NULL Gill","M","M","orlando13@adventure-works.com","20000.00","5277 Stephine Way","1 (11) 500 555-0179","2022-09-09","5-10 Miles"
21361,37,"AW00021361","Ricky NULL Romero","M","M","ricky9@adventure-works.com","30000.00","7223 Cortes","1 (11) 500 555-0188","2021-02-15","1-2 Miles"
21362,39,"AW00021362","Angel NULL Evans","M","M","angel22@adventure-works.com","30000.00","1524 Reva Dr.","1 (11) 500 555-0169","2023-01-19","5-10 Miles"
21363,29,"AW00021363","Tammy L Arthur","F","M","tammy7@adventure-works.com","10000.00","6872 Sandalwood Dr.","1 (11) 500 555-0111","2022-04-27","1-2 Miles"
21364,54,"AW00021364","Charles M Gray","M","S","charles54@adventure-works.com","40000.00","5948 Seeno St.","681-555-0140","2023-01-26","5-10 Miles"
21365,7,"AW00021365","Gloria A Ramos","F","M","gloria18@adventure-works.com","10000.00","3320 Kentucky Dr.","1 (11) 500 555-0181","2022-04-27","5-10 Miles"
21366,36,"AW00021366","Kelvin C Andersen","M","M","kelvin9@adventure-works.com","10000.00","5977 C Wharton Way","1 (11) 500 555-0118","2022-02-01","5-10 Miles"
21367,13,"AW00021367","Cindy NULL Rana","F","M","cindy11@adventure-works.com","20000.00","7879 Mt. Etna Drive","1 (11) 500 555-0181","2022-02-21","5-10 Miles"
21368,314,"AW00021368","Mason B Collins","M","M","mason23@adventure-works.com","60000.00","8903 Suzanne Dr.","882-555-0117","2022-06-29","5-10 Miles"
21369,359,"AW00021369","Sarah K Rodriguez","F","M","sarah22@adventure-works.com","70000.00","5209 Janin Pl.","128-555-0196","2022-09-29","5-10 Miles"
21370,36,"AW00021370","Emmanuel V Martinez","M","M","emmanuel16@adventure-works.com","20000.00","7629 Alier Dr.","1 (11) 500 555-0161","2022-07-16","1-2 Miles"
21371,9,"AW00021371","Ann NULL Patel","F","M","ann8@adventure-works.com","20000.00","6385 Holiday Hill Dr.","1 (11) 500 555-0159","2022-07-06","5-10 Miles"
21372,26,"AW00021372","Wayne A Raje","M","S","wayne16@adventure-works.com","20000.00","2759 Carrick Ct.","1 (11) 500 555-0196","2022-08-21","5-10 Miles"
21373,37,"AW00021373","Clayton L Liu","M","M","clayton4@adventure-works.com","20000.00","4160 Saranap","1 (11) 500 555-0115","2022-03-12","1-2 Miles"
21374,18,"AW00021374","Stacey L Zhou","F","M","stacey9@adventure-works.com","20000.00","8961 Abbey Court","1 (11) 500 555-0133","2022-03-11","5-10 Miles"
21375,18,"AW00021375","Carl NULL Sharma","M","S","carl9@adventure-works.com","20000.00","9072 Roland Drive","1 (11) 500 555-0150","2022-03-02","5-10 Miles"
21376,39,"AW00021376","Paula W Ramos","F","M","paula19@adventure-works.com","20000.00","7412 N. Civic Drive","1 (11) 500 555-0127","2022-08-25","1-2 Miles"
21377,4,"AW00021377","Allison NULL Bailey","F","S","allison15@adventure-works.com","20000.00","3177 Lincoln Drive","1 (11) 500 555-0185","2022-06-04","5-10 Miles"
21378,31,"AW00021378","Rebekah J Diaz","F","M","rebekah23@adventure-works.com","20000.00","1133 Beauer Lane","1 (11) 500 555-0116","2022-07-17","5-10 Miles"
21379,4,"AW00021379","Colleen S Huang","F","M","colleen6@adventure-works.com","30000.00","156 Ulfinian Way","1 (11) 500 555-0122","2021-02-14","1-2 Miles"
21380,4,"AW00021380","Candace NULL Sara","F","M","candace10@adventure-works.com","30000.00","7402 Oakgrove Rd","1 (11) 500 555-0127","2021-02-11","1-2 Miles"
21381,15,"AW00021381","Francis D Ruiz","M","M","francis21@adventure-works.com","30000.00","2262 Main Street","1 (11) 500 555-0190","2022-11-13","5-10 Miles"
21382,25,"AW00021382","Brad K Chander","M","M","brad16@adventure-works.com","30000.00","1108 Cactus Court","1 (11) 500 555-0133","2022-02-09","5-10 Miles"
21383,32,"AW00021383","Ricardo NULL Anand","M","M","ricardo21@adventure-works.com","20000.00","4912 Roundhouse Place","1 (11) 500 555-0117","2022-10-31","1-2 Miles"
21384,12,"AW00021384","Ronnie D Lin","M","M","ronnie7@adventure-works.com","30000.00","9016 Clear","1 (11) 500 555-0115","2021-02-17","1-2 Miles"
21385,312,"AW00021385","Nicole NULL Peterson","F","S","nicole40@adventure-works.com","30000.00","2128 Holland Drive.","852-555-0190","2022-12-18","5-10 Miles"
21386,322,"AW00021386","Abigail H Wood","F","S","abigail27@adventure-works.com","30000.00","4197 Ironwood Drive","587-555-0126","2022-12-26","5-10 Miles"
21387,26,"AW00021387","Nelson C Diaz","M","S","nelson3@adventure-works.com","30000.00","6898 Shaw Rd.","1 (11) 500 555-0187","2021-02-03","5-10 Miles"
21388,546,"AW00021388","Nicole NULL Lee","F","S","nicole22@adventure-works.com","80000.00","1994 Shakespeare Drive","316-555-0115","2022-10-15","0-1 Miles"
21389,40,"AW00021389","Jamie NULL Sun","F","M","jamie16@adventure-works.com","30000.00","2665 B Wildbrook Ct","1 (11) 500 555-0117","2021-02-05","1-2 Miles"
21390,7,"AW00021390","Grant NULL Becker","M","M","grant22@adventure-works.com","40000.00","4044 Sun View Dr.","1 (11) 500 555-0120","2022-12-08","1-2 Miles"
21391,21,"AW00021391","Dawn NULL Xie","F","M","dawn27@adventure-works.com","40000.00","3132 Jacqueline Drive","1 (11) 500 555-0119","2022-02-05","1-2 Miles"
21392,26,"AW00021392","Kelli A Lin","F","M","kelli8@adventure-works.com","40000.00","4116 Rubiem Ct","1 (11) 500 555-0171","2022-11-17","1-2 Miles"
21393,33,"AW00021393","Candace J Arun","F","S","candace6@adventure-works.com","70000.00","8274 Springvale Court","1 (11) 500 555-0176","2021-02-03","1-2 Miles"
21394,40,"AW00021394","Gabriella NULL Parker","F","S","gabriella30@adventure-works.com","70000.00","9206 Hamiliton Ave.","1 (11) 500 555-0153","2021-01-31","5-10 Miles"
21395,609,"AW00021395","Alexia M Hughes","F","M","alexia9@adventure-works.com","40000.00","2934 Pine Creek Way","952-555-0171","2023-01-05","5-10 Miles"
21396,612,"AW00021396","Megan NULL Martinez","F","S","megan20@adventure-works.com","40000.00","9634 Monte Vista Road","511-555-0189","2022-10-02","1-2 Miles"
21397,631,"AW00021397","Mason D Howard","M","M","mason11@adventure-works.com","40000.00","1292 Marsh Elder","547-555-0167","2022-07-17","5-10 Miles"
21398,372,"AW00021398","Ethan NULL Diaz","M","M","ethan18@adventure-works.com","60000.00","3397 Farm Bureau Road","136-555-0124","2022-11-25","5-10 Miles"
21399,385,"AW00021399","Ian NULL Hughes","M","M","ian52@adventure-works.com","60000.00","3162 Chaucer Drive","240-555-0189","2022-10-29","5-10 Miles"
21400,50,"AW00021400","Adam A Campbell","M","S","adam37@adventure-works.com","60000.00","827 Nulty Dr.","418-555-0138","2021-09-14","1-2 Miles"
21401,543,"AW00021401","Eric NULL Powell","M","S","eric17@adventure-works.com","60000.00","451 Creed Ave","277-555-0122","2022-10-13","5-10 Miles"
21402,19,"AW00021402","Kevin W King","M","M","kevin57@adventure-works.com","80000.00","6978 Lisa Lee Lane","1 (11) 500 555-0117","2021-02-20","1-2 Miles"
21403,26,"AW00021403","Lisa K. Roy","M","S","lisa0@adventure-works.com","70000.00","6030 Winter Drive","953-555-0100","2021-02-09","1-2 Miles"
21404,25,"AW00021404","Julio H Sanz","M","S","julio21@adventure-works.com","70000.00","8964 Sanford St","1 (11) 500 555-0175","2021-02-21","1-2 Miles"
21405,23,"AW00021405","Bonnie NULL Shen","F","M","bonnie7@adventure-works.com","110000.00","853 Serpentine","1 (11) 500 555-0165","2022-06-27","2-5 Miles"
21406,33,"AW00021406","Troy NULL Chandra","M","M","troy2@adventure-works.com","110000.00","6454 Denkinger Road","1 (11) 500 555-0162","2022-03-18","0-1 Miles"
21407,33,"AW00021407","Wesley NULL Lin","M","M","wesley8@adventure-works.com","110000.00","8553 Calhoun Court","1 (11) 500 555-0116","2022-01-28","2-5 Miles"
21408,32,"AW00021408","Autumn I Chen","F","M","autumn2@adventure-works.com","110000.00","9940 Northwood Dr.","1 (11) 500 555-0121","2021-02-09","2-5 Miles"
21409,36,"AW00021409","Johnny NULL Deng","M","M","johnny2@adventure-works.com","110000.00","9905 Scenic Drive","1 (11) 500 555-0192","2022-04-24","2-5 Miles"
21410,614,"AW00021410","Eric NULL Zhang","M","M","eric31@adventure-works.com","70000.00","705 Temple Drive","300-555-0119","2022-11-14","0-1 Miles"
21411,335,"AW00021411","Maria NULL Kelly","F","S","maria21@adventure-works.com","70000.00","3035 Blackfield Dr.","617-555-0184","2022-11-27","0-1 Miles"
21412,62,"AW00021412","Jordan NULL Alexander","M","M","jordan16@adventure-works.com","50000.00","4667 Cook Pk","170-555-0180","2022-02-05","5-10 Miles"
21413,618,"AW00021413","Dalton M Robinson","M","M","dalton17@adventure-works.com","60000.00","2886 Chaparral Court","514-555-0138","2022-06-24","5-10 Miles"
21414,543,"AW00021414","Aaron NULL Butler","M","M","aaron13@adventure-works.com","60000.00","9761 Darnett Circle","466-555-0180","2022-12-26","5-10 Miles"
21415,634,"AW00021415","Sydney NULL Sanchez","F","S","sydney1@adventure-works.com","60000.00","2898 Forest Way","817-555-0114","2022-10-11","5-10 Miles"
21416,300,"AW00021416","Ryan A Butler","M","S","ryan17@adventure-works.com","60000.00","4603 Brock Lane","746-555-0154","2022-10-21","1-2 Miles"
21417,301,"AW00021417","Gabrielle T Torres","F","S","gabrielle13@adventure-works.com","60000.00","4108 Yukon Street","622-555-0128","2022-10-21","1-2 Miles"
21418,20,"AW00021418","Alicia A Chapman","F","M","alicia13@adventure-works.com","120000.00","7270 Pepperidge Way","1 (11) 500 555-0169","2021-02-09","2-5 Miles"
21419,312,"AW00021419","Gilbert NULL Ma","M","M","gilbert13@adventure-works.com","120000.00","7151 Corte Bonita","415-555-0138","2022-05-22","0-1 Miles"
21420,338,"AW00021420","Isabella C Carter","F","S","isabella40@adventure-works.com","70000.00","6406 Golden Leaf Way","690-555-0198","2022-10-30","1-2 Miles"
21421,638,"AW00021421","Ashley NULL Ross","F","M","ashley30@adventure-works.com","60000.00","5629 Tara St.","969-555-0118","2022-07-22","5-10 Miles"
21422,348,"AW00021422","Karen NULL Wood","F","M","karen35@adventure-works.com","80000.00","782 Veale Avenue","589-555-0146","2022-11-02","2-5 Miles"
21423,71,"AW00021423","Connor NULL Adams","M","S","connor44@adventure-works.com","90000.00","8308 La Salle Ave.","895-555-0169","2021-09-20","2-5 Miles"
21424,316,"AW00021424","Emily L Alexander","F","M","emily44@adventure-works.com","60000.00","9170 Plymouth Dr.","383-555-0160","2022-10-09","1-2 Miles"
21425,343,"AW00021425","Carlos NULL Hall","M","M","carlos50@adventure-works.com","60000.00","8306 Sun Tree Lane","511-555-0178","2022-07-07","5-10 Miles"
21426,310,"AW00021426","Jon NULL Raje","M","M","jon10@adventure-works.com","60000.00","7053 Santa Maria Ct.","580-555-0193","2022-10-17","1-2 Miles"
21427,632,"AW00021427","Kelly NULL Foster","F","M","kelly21@adventure-works.com","70000.00","920 Broadway","847-555-0163","2022-11-28","5-10 Miles"
21428,612,"AW00021428","Jada A Brooks","F","M","jada0@adventure-works.com","70000.00","505 Lyman Rd","971-555-0172","2022-11-22","5-10 Miles"
21429,547,"AW00021429","Isabella D Sandberg","F","M","isabella10@adventure-works.com","70000.00","2000 Thornwood Dr.","499-555-0176","2022-12-18","5-10 Miles"
21430,301,"AW00021430","Savannah P Morgan","F","M","savannah20@adventure-works.com","90000.00","6766 Sea Ranch Ct.","117-555-0165","2022-09-14","5-10 Miles"
21431,49,"AW00021431","Preston NULL Kapoor","M","S","preston1@adventure-works.com","80000.00","3788 Gordon Ct.","298-555-0129","2022-12-26","2-5 Miles"
21432,616,"AW00021432","Melanie A Ward","F","M","melanie38@adventure-works.com","100000.00","9704 Pineknoll","283-555-0142","2022-03-06","2-5 Miles"
21433,311,"AW00021433","Gerald NULL Martinez","M","M","gerald3@adventure-works.com","110000.00","3261 Vista Bonita","411-555-0118","2022-08-19","2-5 Miles"
21434,361,"AW00021434","Isabella F Smith","F","S","isabella57@adventure-works.com","130000.00","4173 Signal Court","397-555-0119","2022-12-26","0-1 Miles"
21435,369,"AW00021435","Connor G Alexander","M","S","connor13@adventure-works.com","150000.00","2282 Near Dr","203-555-0156","2022-12-18","0-1 Miles"
21436,611,"AW00021436","Brandi NULL Serrano","F","S","brandi16@adventure-works.com","70000.00","2844 Barcelona","597-555-0129","2022-12-26","2-5 Miles"
21437,307,"AW00021437","Whitney NULL Sara","F","S","whitney9@adventure-works.com","70000.00","7208 Peach Place","226-555-0111","2022-12-23","2-5 Miles"
21438,368,"AW00021438","Edward NULL Price","M","S","edward49@adventure-works.com","70000.00","266 H Street","589-555-0197","2022-01-10","2-5 Miles"
21439,634,"AW00021439","Thomas M Clark","M","S","thomas59@adventure-works.com","70000.00","6432 Vista Way","621-555-0111","2022-01-06","2-5 Miles"
21440,336,"AW00021440","Ian NULL Morgan","M","S","ian80@adventure-works.com","70000.00","2750 Alicante Court","489-555-0198","2021-12-29","2-5 Miles"
21441,60,"AW00021441","Edward NULL Nelson","M","M","edward11@adventure-works.com","50000.00","1631 Via Cordona","262-555-0173","2023-01-13","10+ Miles"
21442,331,"AW00021442","Savannah E Cook","F","S","savannah19@adventure-works.com","50000.00","7664 Castle Rock Rd.","400-555-0133","2022-02-11","10+ Miles"
21443,631,"AW00021443","Zoe D Morgan","F","M","zoe21@adventure-works.com","70000.00","3521 Fourth St.","119-555-0117","2022-02-26","10+ Miles"
21444,352,"AW00021444","Blake R Lopez","M","M","blake29@adventure-works.com","70000.00","2983 Carlisle Way","812-555-0117","2022-05-25","1-2 Miles"
21445,609,"AW00021445","Madeline NULL Evans","F","M","madeline0@adventure-works.com","60000.00","2015 Bella Avenue","445-555-0120","2022-02-28","10+ Miles"
21446,68,"AW00021446","Jeremy NULL Barnes","M","M","jeremy24@adventure-works.com","60000.00","7957 Soto St.","149-555-0199","2022-05-09","1-2 Miles"
21447,60,"AW00021447","Anthony NULL Harris","M","M","anthony21@adventure-works.com","70000.00","2226 Wilson Lane","651-555-0159","2022-07-10","10+ Miles"
21448,311,"AW00021448","Jenna D Nelson","F","M","jenna9@adventure-works.com","80000.00","32, chaussée de Tournai","990-555-0110","2022-01-20","1-2 Miles"
21449,311,"AW00021449","Devon NULL Raheem","M","M","devon15@adventure-works.com","80000.00","8740 Vista Way","344-555-0123","2022-05-19","5-10 Miles"
21450,68,"AW00021450","Nathan NULL Bryant","M","M","nathan14@adventure-works.com","40000.00","7111 Stinson","161-555-0172","2022-10-29","1-2 Miles"
21451,311,"AW00021451","Jocelyn NULL Ross","F","M","jocelyn4@adventure-works.com","40000.00","6564 Bellwood Dr","844-555-0175","2022-06-24","10+ Miles"
21452,539,"AW00021452","Seth R Bailey","M","M","seth87@adventure-works.com","40000.00","1553 Richard Ave.","439-555-0162","2022-06-29","10+ Miles"
21453,49,"AW00021453","Wayne NULL Deng","M","M","wayne2@adventure-works.com","70000.00","7495 Morgan Territory Rd.","259-555-0135","2022-03-08","1-2 Miles"
21454,311,"AW00021454","Alvin NULL Goldstein","M","M","alvin40@adventure-works.com","70000.00","7111 Stinson","831-555-0111","2022-10-29","1-2 Miles"
21455,609,"AW00021455","Samuel E Shan","M","M","samuel28@adventure-works.com","40000.00","1769 Listing Ct","684-555-0133","2022-05-12","10+ Miles"
21456,543,"AW00021456","Dalton NULL Gonzales","M","M","dalton63@adventure-works.com","40000.00","302 Via Cordona Ln.","789-555-0171","2022-05-07","10+ Miles"
21457,300,"AW00021457","Jamie NULL Serrano","M","M","jamie38@adventure-works.com","40000.00","3841 Frisbie Ct","559-555-0197","2022-09-27","2-5 Miles"
21458,335,"AW00021458","Carson NULL Price","M","M","carson0@adventure-works.com","40000.00","1419 Second St.","311-555-0136","2022-06-15","2-5 Miles"
21459,374,"AW00021459","Luis M Alexander","M","M","luis18@adventure-works.com","70000.00","6286 Ronda Ct","159-555-0117","2022-02-15","2-5 Miles"
21460,372,"AW00021460","Jack NULL Carter","M","M","jack46@adventure-works.com","70000.00","8963 Dumbarton Street","265-555-0124","2022-07-22","2-5 Miles"
21461,60,"AW00021461","Elizabeth A Simmons","F","M","elizabeth44@adventure-works.com","70000.00","4947 Noah Court","163-555-0162","2022-10-30","10+ Miles"
21462,345,"AW00021462","Katelyn NULL Nelson","F","S","katelyn32@adventure-works.com","70000.00","1949 M St.","248-555-0180","2022-12-18","2-5 Miles"
21463,372,"AW00021463","Logan F Roberts","M","M","logan30@adventure-works.com","70000.00","3906 El Dorado Way","460-555-0143","2022-08-07","2-5 Miles"
