"customerkey","geographykey","customername","englisheducation","commutedistance","geography_key","city","stateprovincename","countryname"
21849,210,"Todd Chow","Partial College","10+ Miles",210,"Saint Ouen","Somme","France"
21850,197,"Bruce Subram","High School","2-5 Miles",197,"Paris","Seine (Paris)","France"
21851,131,"Stuart Railson","High School","10+ Miles",131,"Frankfurt","Hessen","Germany"
21852,133,"Eduardo Johnson","High School","2-5 Miles",133,"Kassel","Hessen","Germany"
21853,175,"Stacy Gutierrez","Partial College","5-10 Miles",175,"Saarlouis","Saarland","Germany"
21854,247,"Theresa Schmidt","High School","10+ Miles",247,"London","England","United Kingdom"
21855,276,"Paula Martin","Partial College","10+ Miles",276,"Woolston","England","United Kingdom"
21856,242,"Emmanuel Sanchez","Partial College","10+ Miles",242,"Lancaster","England","United Kingdom"
21857,253,"Jay Dominguez","Bachelors","0-1 Miles",253,"London","England","United Kingdom"
21858,257,"Curtis Lin","High School","0-1 Miles",257,"London","England","United Kingdom"
21859,215,"Monica Kim","Partial High School","10+ Miles",215,"Colombes","Hauts de Seine","France"
21860,211,"Jacquelyn Gill","High School","5-10 Miles",211,"Les Ulis","Essonne","France"
21861,199,"Kari Romero","High School","10+ Miles",199,"Paris","Seine (Paris)","France"
21862,206,"Michele Prasad","High School","10+ Miles",206,"Roissy en Brie","Seine et Marne","France"
21863,134,"Shawna Anand","Partial High School","10+ Miles",134,"München","Hessen","Germany"
21864,231,"Martin Lopez","High School","10+ Miles",231,"Billericay","England","United Kingdom"
21865,251,"Kathryn Andersen","High School","10+ Miles",251,"London","England","United Kingdom"
21866,226,"Shannon Zhu","Partial High School","5-10 Miles",226,"Cergy","Val d'Oise","France"
21867,223,"Michael Ruggiero","Partial High School","10+ Miles",223,"Saint-Denis","Seine Saint Denis","France"
21868,153,"Aimee Ma","High School","10+ Miles",153,"Berlin","Nordrhein-Westfalen","Germany"
21869,154,"Tina Prasad","Partial High School","5-10 Miles",154,"Bonn","Nordrhein-Westfalen","Germany"
21870,267,"Jenny Raji","Partial High School","10+ Miles",267,"Runcorn","England","United Kingdom"
21871,33,"Devin Adams","Bachelors","10+ Miles",33,"Cranbourne","Victoria","Australia"
21872,15,"Alisha Lal","Bachelors","2-5 Miles",15,"Silverwater","New South Wales","Australia"
21873,5,"Kellie Navarro","Bachelors","10+ Miles",5,"Lane Cove","New South Wales","Australia"
21874,13,"Brandi Suarez","Bachelors","10+ Miles",13,"Port Macquarie","New South Wales","Australia"
21875,15,"Cedric Nara","Bachelors","10+ Miles",15,"Silverwater","New South Wales","Australia"
21876,10,"Philip Rubio","Bachelors","10+ Miles",10,"Newcastle","New South Wales","Australia"
21877,2,"Clarence Xu","Bachelors","10+ Miles",2,"Coffs Harbour","New South Wales","Australia"
21878,10,"Bryant Rana","Bachelors","10+ Miles",10,"Newcastle","New South Wales","Australia"
21879,33,"Louis Ma","Bachelors","10+ Miles",33,"Cranbourne","Victoria","Australia"
21880,33,"Marc Gomez","Bachelors","10+ Miles",33,"Cranbourne","Victoria","Australia"
21881,21,"Nicole Lewis","Bachelors","10+ Miles",21,"Caloundra","Queensland","Australia"
21882,23,"Jay Ramos","Bachelors","10+ Miles",23,"Gold Coast","Queensland","Australia"
21883,39,"Patricia Kapoor","Bachelors","10+ Miles",39,"Sunbury","Victoria","Australia"
21884,18,"Tabitha Gutierrez","Bachelors","10+ Miles",18,"Sydney","New South Wales","Australia"
21885,13,"Rafael Xu","Bachelors","10+ Miles",13,"Port Macquarie","New South Wales","Australia"
21886,10,"Jill Carlson","High School","10+ Miles",10,"Newcastle","New South Wales","Australia"
21887,31,"Ashley White","Bachelors","10+ Miles",31,"Hobart","Tasmania","Australia"
21888,23,"Evan Edwards","High School","10+ Miles",23,"Gold Coast","Queensland","Australia"
21889,4,"Sheila Navarro","Partial College","10+ Miles",4,"Goulburn","New South Wales","Australia"
21890,3,"Tiffany Zeng","Partial High School","10+ Miles",3,"Darlinghurst","New South Wales","Australia"
21891,5,"Dawn Nara","High School","10+ Miles",5,"Lane Cove","New South Wales","Australia"
21892,16,"Joan Hernandez","High School","10+ Miles",16,"Springwood","New South Wales","Australia"
21893,7,"Brandi Hernandez","High School","10+ Miles",7,"Malabar","New South Wales","Australia"
21894,31,"David Li","Bachelors","10+ Miles",31,"Hobart","Tasmania","Australia"
21895,23,"Kaylee Gonzalez","Bachelors","10+ Miles",23,"Gold Coast","Queensland","Australia"
21896,34,"Roy Subram","High School","10+ Miles",34,"Geelong","Victoria","Australia"
21897,17,"Francisco Subram","Partial High School","10+ Miles",17,"St. Leonards","New South Wales","Australia"
21898,33,"Devon Raji","Partial High School","10+ Miles",33,"Cranbourne","Victoria","Australia"
21899,6,"Marie Vazquez","Partial High School","10+ Miles",6,"Lavender Bay","New South Wales","Australia"
21900,536,"Robert Jones","Partial College","2-5 Miles",536,"Beaverton","Oregon","United States"
21901,542,"Elizabeth Taylor","Partial College","0-1 Miles",542,"Lake Oswego","Oregon","United States"
21902,325,"Natalie James","Graduate Degree","1-2 Miles",325,"Glendale","California","United States"
21903,368,"Fernando Jenkins","Partial College","5-10 Miles",368,"Santa Cruz","California","United States"
21904,52,"Chase Sandberg","Partial College","5-10 Miles",52,"Langley","British Columbia","Canada"
21905,609,"Pedro Hernandez","Graduate Degree","1-2 Miles",609,"Bellingham","Washington","United States"
21906,609,"Miranda Simmons","Graduate Degree","1-2 Miles",609,"Bellingham","Washington","United States"
21907,616,"Jordan Hall","Graduate Degree","5-10 Miles",616,"Everett","Washington","United States"
21908,546,"Isabel Hayes","Graduate Degree","1-2 Miles",546,"Oregon City","Oregon","United States"
21909,352,"Allison Ward","Bachelors","1-2 Miles",352,"Palo Alto","California","United States"
21910,154,"Rebekah Perez","Partial College","2-5 Miles",154,"Bonn","Nordrhein-Westfalen","Germany"
21911,223,"Joan Ross","Partial High School","0-1 Miles",223,"Saint-Denis","Seine Saint Denis","France"
21912,186,"Colleen Kumar","Partial High School","1-2 Miles",186,"Dunkerque","Nord","France"
21913,212,"Arthur Blanco","Partial High School","1-2 Miles",212,"Morangis","Essonne","France"
21914,120,"Emily Brown","Partial High School","0-1 Miles",120,"Hof","Bayern","Germany"
21915,360,"Tristan Wood","Partial College","2-5 Miles",360,"San Francisco","California","United States"
21916,68,"Jesse Evans","High School","0-1 Miles",68,"Vancouver","British Columbia","Canada"
21917,355,"Dalton Johnson","High School","10+ Miles",355,"Redwood City","California","United States"
21918,311,"Carol Serrano","High School","5-10 Miles",311,"Concord","California","United States"
21919,611,"Melissa Howard","Partial College","2-5 Miles",611,"Bremerton","Washington","United States"
21920,335,"Destiny Bennett","Partial College","2-5 Miles",335,"Lemon Grove","California","United States"
21921,59,"Lucas Collins","Partial College","0-1 Miles",59,"Oak Bay","British Columbia","Canada"
21922,374,"Bailey Ward","Partial College","2-5 Miles",374,"Torrance","California","United States"
21923,637,"Justin Williams","Partial College","0-1 Miles",637,"Seattle","Washington","United States"
21924,648,"Eduardo Cook","High School","2-5 Miles",648,"Yakima","Washington","United States"
21925,49,"Tabitha Dominguez","Bachelors","0-1 Miles",49,"Cliffside","British Columbia","Canada"
21926,553,"Melanie Henderson","Graduate Degree","2-5 Miles",553,"Woodburn","Oregon","United States"
21927,310,"Meredith Browning","Graduate Degree","2-5 Miles",310,"Colma","California","United States"
21928,310,"Karl Luo","Graduate Degree","2-5 Miles",310,"Colma","California","United States"
21929,312,"Karen Perry","Graduate Degree","2-5 Miles",312,"Coronado","California","United States"
21930,325,"Marissa Perry","Graduate Degree","2-5 Miles",325,"Glendale","California","United States"
21931,360,"Marcus Wood","Partial College","0-1 Miles",360,"San Francisco","California","United States"
21932,310,"Leonard Kumar","Partial College","2-5 Miles",310,"Colma","California","United States"
21933,358,"Nicole Martin","Bachelors","2-5 Miles",358,"San Carlos","California","United States"
21934,325,"Jennifer Cox","Bachelors","0-1 Miles",325,"Glendale","California","United States"
21935,644,"Victoria Simmons","Bachelors","0-1 Miles",644,"Walla Walla","Washington","United States"
21936,301,"Emma Reed","Bachelors","0-1 Miles",301,"Burbank","California","United States"
21937,359,"Morgan Ross","Bachelors","2-5 Miles",359,"San Diego","California","United States"
21938,545,"Savannah Hall","Bachelors","2-5 Miles",545,"Milwaukie","Oregon","United States"
21939,51,"Thomas Roberts","Graduate Degree","2-5 Miles",51,"Langford","British Columbia","Canada"
21940,312,"Alejandro Sharma","Graduate Degree","0-1 Miles",312,"Coronado","California","United States"
21941,369,"Gail Moore","Bachelors","0-1 Miles",369,"Santa Monica","California","United States"
21942,626,"Julia Roberts","Graduate Degree","0-1 Miles",626,"Lynnwood","Washington","United States"
21943,19,"Cindy Mehta","Graduate Degree","0-1 Miles",19,"Wollongong","New South Wales","Australia"
21944,8,"Daisy Jiménez","Graduate Degree","0-1 Miles",8,"Matraville","New South Wales","Australia"
21945,37,"Pearlie Rusek","Graduate Degree","0-1 Miles",37,"Seaford","Victoria","Australia"
21946,13,"Michele Deng","Bachelors","1-2 Miles",13,"Port Macquarie","New South Wales","Australia"
21947,37,"Diane Romero","Bachelors","0-1 Miles",37,"Seaford","Victoria","Australia"
21948,29,"Ann Madan","Graduate Degree","0-1 Miles",29,"Findon","South Australia","Australia"
21949,28,"Clayton Chavez","Graduate Degree","0-1 Miles",28,"Cloverdale","South Australia","Australia"
21950,4,"Armando Hernandez","Graduate Degree","0-1 Miles",4,"Goulburn","New South Wales","Australia"
21951,23,"Orlando Hernandez","Graduate Degree","0-1 Miles",23,"Gold Coast","Queensland","Australia"
21952,34,"Latasha Vazquez","Bachelors","10+ Miles",34,"Geelong","Victoria","Australia"
21953,36,"Marvin Vazquez","Bachelors","10+ Miles",36,"Melton","Victoria","Australia"
21954,31,"Yolanda Andersen","Bachelors","10+ Miles",31,"Hobart","Tasmania","Australia"
21955,7,"Jenny Ferrier","Graduate Degree","5-10 Miles",7,"Malabar","New South Wales","Australia"
21956,10,"Jay Kapoor","Graduate Degree","1-2 Miles",10,"Newcastle","New South Wales","Australia"
21957,12,"Kathryn Shen","Graduate Degree","2-5 Miles",12,"North Sydney","New South Wales","Australia"
21958,16,"Mallory Blanco","Graduate Degree","0-1 Miles",16,"Springwood","New South Wales","Australia"
21959,18,"Jimmy Dominguez","Graduate Degree","2-5 Miles",18,"Sydney","New South Wales","Australia"
21960,33,"Dawn Liu","Bachelors","10+ Miles",33,"Cranbourne","Victoria","Australia"
21961,24,"Chelsea Garcia","Bachelors","10+ Miles",24,"Hawthorne","Queensland","Australia"
21962,36,"Kristi Smith","Graduate Degree","0-1 Miles",36,"Melton","Victoria","Australia"
21963,9,"Jacquelyn Serrano","Graduate Degree","0-1 Miles",9,"Milsons Point","New South Wales","Australia"
21964,21,"Devon Nara","Graduate Degree","0-1 Miles",21,"Caloundra","Queensland","Australia"
21965,37,"Bethany Raheem","Bachelors","0-1 Miles",37,"Seaford","Victoria","Australia"
21966,38,"Ross Sai","Bachelors","2-5 Miles",38,"South Melbourne","Victoria","Australia"
21967,19,"Charles Sanders","Bachelors","2-5 Miles",19,"Wollongong","New South Wales","Australia"
21968,29,"Jaime Deng","Bachelors","0-1 Miles",29,"Findon","South Australia","Australia"
21969,7,"Latoya Deng","Bachelors","0-1 Miles",7,"Malabar","New South Wales","Australia"
21970,40,"Jada Rivera","Bachelors","5-10 Miles",40,"Warrnambool","Victoria","Australia"
21971,23,"Warren Shan","Bachelors","5-10 Miles",23,"Gold Coast","Queensland","Australia"
21972,2,"Mandy She","Bachelors","0-1 Miles",2,"Coffs Harbour","New South Wales","Australia"
21973,28,"Janet Vazquez","Bachelors","10+ Miles",28,"Cloverdale","South Australia","Australia"
21974,36,"Whitney Suri","Bachelors","5-10 Miles",36,"Melton","Victoria","Australia"
21975,30,"Alfredo Ruiz","Bachelors","5-10 Miles",30,"Perth","South Australia","Australia"
21976,18,"Jacqueline Torres","Bachelors","0-1 Miles",18,"Sydney","New South Wales","Australia"
21977,17,"Phillip Malhotra","Bachelors","5-10 Miles",17,"St. Leonards","New South Wales","Australia"
21978,15,"Tracy Deng","Bachelors","0-1 Miles",15,"Silverwater","New South Wales","Australia"
21979,31,"Philip Gutierrez","Bachelors","5-10 Miles",31,"Hobart","Tasmania","Australia"
21980,22,"Beth Moreno","Bachelors","5-10 Miles",22,"East Brisbane","Queensland","Australia"
21981,20,"Isabella Henderson","Bachelors","5-10 Miles",20,"Brisbane","Queensland","Australia"
21982,32,"Deborah Lal","Partial College","0-1 Miles",32,"Bendigo","Victoria","Australia"
21983,28,"Glenn Liang","Partial College","0-1 Miles",28,"Cloverdale","South Australia","Australia"
21984,5,"Kristy Suarez","Partial College","5-10 Miles",5,"Lane Cove","New South Wales","Australia"
21985,14,"Eddie Torres","Partial College","5-10 Miles",14,"Rhodes","New South Wales","Australia"
21986,29,"Kristi Chapman","Partial College","5-10 Miles",29,"Findon","South Australia","Australia"
21987,22,"Theodore Dominguez","Bachelors","5-10 Miles",22,"East Brisbane","Queensland","Australia"
21988,13,"Alisha Zhao","Bachelors","0-1 Miles",13,"Port Macquarie","New South Wales","Australia"
21989,14,"Erik Jimenez","Bachelors","1-2 Miles",14,"Rhodes","New South Wales","Australia"
21990,26,"Alejandro Rai","Bachelors","1-2 Miles",26,"Rockhampton","Queensland","Australia"
21991,37,"Teresa Gill","Bachelors","0-1 Miles",37,"Seaford","Victoria","Australia"
21992,40,"Alejandro Zhang","Bachelors","1-2 Miles",40,"Warrnambool","Victoria","Australia"
21993,32,"Craig Sanz","Bachelors","0-1 Miles",32,"Bendigo","Victoria","Australia"
21994,37,"Natasha Ruiz","Bachelors","2-5 Miles",37,"Seaford","Victoria","Australia"
21995,13,"Kathryn Raji","Partial College","5-10 Miles",13,"Port Macquarie","New South Wales","Australia"
21996,22,"Amy Gao","Partial College","0-1 Miles",22,"East Brisbane","Queensland","Australia"
21997,40,"Dennis Xu","Bachelors","1-2 Miles",40,"Warrnambool","Victoria","Australia"
21998,22,"Erik Hernandez","Bachelors","5-10 Miles",22,"East Brisbane","Queensland","Australia"
21999,34,"Julia Barnes","Bachelors","2-5 Miles",34,"Geelong","Victoria","Australia"
22000,25,"Cynthia Chandra","Bachelors","0-1 Miles",25,"Hervey Bay","Queensland","Australia"
22001,31,"Gregory Chander","Partial College","5-10 Miles",31,"Hobart","Tasmania","Australia"
22002,7,"Kristen Chen","Partial College","0-1 Miles",7,"Malabar","New South Wales","Australia"
22003,38,"Jill Navarro","Bachelors","5-10 Miles",38,"South Melbourne","Victoria","Australia"
22004,2,"Meghan Ortega","Partial College","5-10 Miles",2,"Coffs Harbour","New South Wales","Australia"
22005,35,"Pamela Mehta","Partial College","5-10 Miles",35,"Melbourne","Victoria","Australia"
22006,38,"Jon Nara","Partial College","5-10 Miles",38,"South Melbourne","Victoria","Australia"
22007,618,"Kaylee Hernandez","High School","5-10 Miles",618,"Issaquah","Washington","United States"
22008,49,"Alisha Ye","High School","0-1 Miles",49,"Cliffside","British Columbia","Canada"
22009,312,"Ross Alvarez","High School","5-10 Miles",312,"Coronado","California","United States"
22010,302,"Henry Lopez","High School","5-10 Miles",302,"Burlingame","California","United States"
22011,634,"Richard Patterson","High School","0-1 Miles",634,"Redmond","Washington","United States"
22012,310,"Regina Malhotra","High School","0-1 Miles",310,"Colma","California","United States"
22013,545,"Marcus Jenkins","High School","0-1 Miles",545,"Milwaukie","Oregon","United States"
22014,50,"Jose Gonzales","High School","5-10 Miles",50,"Haney","British Columbia","Canada"
